01-07-04-01,36648,19654,1.8646585936705,e
02-20-07-01,15315,8192,1.8695068359375,e
02-25-05-01,27564,14731,1.87115606544023,e
01-06-01-01,31802,16960,1.8751179245283,e
02-25-03-01,6516,3467,1.87943466974329,e
01-01-03-01,5811,3086,1.88302009073234,e
02-22-03-01,8052,4271,1.88527276984313,e
02-23-08-07,117,62,1.88709677419355,e
01-04-12-01,29572,15626,1.89248688083963,e
02-25-02-01,3480,1838,1.89336235038085,e
01-06-03-01,3037,1600,1.898125,e
01-04-14-01,48106,25332,1.89902100110532,e
02-17-01-01,10930,5749,1.90120020873195,e
01-07-02-01,8459,4431,1.90904987587452,e
02-15-03-01,1183,619,1.91114701130856,e
01-06-08-01,4376,2288,1.91258741258741,e
01-04-19-01,20300,10514,1.93075898801598,e
02-20-09-01,1077,557,1.93357271095153,e
01-09-02-01,2316,1187,1.95113732097725,e
01-06-07-01,6620,3347,1.9778906483418,e
01-13-01-01,35112,17715,1.98204911092295,e
01-05-05-01,4002,2019,1.98216939078752,e
02-25-04-01,2790,1404,1.98717948717949,e
01-04-08-01,4448,2238,1.98748882931189,e
01-06-05-05,366,183,2,e
02-20-05-01,3495,1745,2.00286532951289,e
02-25-06-02,23856,11893,2.0058858151854,e
02-16-01-01,27258,13582,2.00692092475335,e
02-25-07-01,46161,22936,2.01260027903732,e
02-23-02-02,18162,9002,2.01755165518774,e
01-06-02-01,98995,49043,2.01853475521481,e
02-18-13-01,45481,22514,2.02012081371591,e
02-23-08-05,12894,6328,2.03761061946903,e
02-20-06-01,839,411,2.04136253041363,e
02-18-16-01,1869,915,2.04262295081967,e
02-17-03-01,1355,663,2.04374057315234,e
01-13-03-01,27657,13487,2.05064135834507,e
02-23-08-08,150,73,2.05479452054795,e
01-14-03-02,849,413,2.05569007263923,e
02-19-00-01,42944,20779,2.06670195870831,e
01-06-07-02,149,72,2.06944444444444,e
02-23-07-01,38514,18598,2.0708678352511,e
01-06-07-03,6843,3303,2.07175295186194,e
01-04-07-01,1149,553,2.07775768535262,e
01-04-11-01,3269,1573,2.07819453273999,e
01-13-02-01,21462,10326,2.07844276583382,e
01-04-13-01,3311,1592,2.07977386934673,e
01-12-05-02,16044,7710,2.08093385214008,e
01-04-10-01,714,342,2.08771929824561,e
02-23-06-01,76920,36817,2.08925224760301,e
01-14-04-01,31998,15306,2.0905527244218,e
02-15-01-01,43637,20811,2.09682379510836,e
01-05-01-01,12444,5931,2.09812847749115,e
02-23-04-01,52713,25094,2.10062166254882,e
01-05-03-01,26290,12393,2.12135883159848,e
01-14-01-01,18039,8496,2.12323446327684,e
02-17-10-01,5419,2552,2.12343260188088,e
01-01-01-01,26532,12489,2.1244294979582,e
01-02-02-02,15418,7238,2.13014644929539,e
02-21-00-01,35568,16683,2.13199064916382,e
01-13-06-01,28176,13161,2.14087075450194,e
02-20-08-01,24347,11270,2.1603371783496,e
02-18-16-04,5965,2760,2.16123188405797,e
01-01-02-01,54442,25066,2.17194606239528,e
01-14-10-01,17190,7908,2.17374810318665,e
02-17-14-01,8708,3997,2.17863397548161,e
01-14-02-01,39216,17941,2.18583133604593,e
01-12-06-01,729,333,2.18918918918919,e
01-05-04-06,38110,17404,2.18972649965525,e
02-16-02-01,18898,8625,2.19107246376812,e
01-14-13-01,18675,8515,2.19318849089841,e
01-05-04-01,162351,73566,2.20687545877172,e
01-02-01-01,31199,14124,2.20893514585103,e
01-14-11-01,6372,2881,2.21173203748698,e
02-18-15-01,36944,16681,2.21473532761825,e
01-05-02-01,41389,18641,2.22032079824044,e
02-22-02-01,6318,2845,2.2207381370826,e
02-16-03-01,38620,17344,2.22670664206642,e
01-14-09-01,33198,14834,2.23796683295133,e
02-25-06-01,5553,2480,2.23911290322581,e
02-23-08-06,54,24,2.25,e
02-22-03-02,27081,12030,2.25112219451372,e
02-23-09-01,57414,25414,2.25914850082632,e
01-02-02-01,6240,2760,2.26086956521739,e
01-04-09-01,3169,1398,2.26680972818312,e
02-18-05-01,10546,4638,2.27382492453644,e
02-18-14-01,801,352,2.27556818181818,e
02-17-11-01,24300,10672,2.27698650674663,e
01-06-05-03,146,64,2.28125,e
02-18-08-02,5752,2520,2.28253968253968,e
02-16-05-01,12109,5299,2.28514814115871,e
02-15-02-01,20496,8967,2.28571428571429,e
02-18-07-01,21971,9602,2.28816913143095,e
02-17-09-01,7780,3392,2.2936320754717,e
02-17-05-01,9054,3942,2.29680365296804,e
02-16-04-01,3806,1654,2.30108827085853,e
02-18-08-01,14872,6460,2.30216718266254,e
02-18-16-03,477,207,2.30434782608696,e
01-06-05-04,185,80,2.3125,e
01-02-01-04,139,60,2.31666666666667,e
02-23-03-02,69183,29641,2.33403056577039,e
01-06-06-01,614,263,2.33460076045627,e
01-14-08-01,23715,10148,2.33691367757194,e
02-17-06-01,24647,10492,2.3491231414411,e
01-14-03-01,41652,17714,2.35136050581461,e
02-17-12-01,10718,4522,2.37019018133569,e
02-22-04-01,18516,7775,2.38147909967846,e
01-06-05-02,143,60,2.38333333333333,e
01-02-01-02,11793,4920,2.3969512195122,e
01-12-02-01,24855,10293,2.41474788691344,e
02-17-09-02,14738,6062,2.43121082151105,e
01-06-09-01,5345,2193,2.43730050159599,e
02-17-07-01,8423,3435,2.45211062590975,e
02-17-02-01,18953,7705,2.45983127839066,e
01-12-04-01,33201,13482,2.46261682242991,e
02-21-01-01,56506,22809,2.47735542987417,e
01-12-03-01,19542,7866,2.48436308161709,e
01-14-07-04,1710,688,2.48546511627907,e
02-22-05-01,25926,10397,2.49360392420891,e
01-06-04-01,62076,24821,2.50094677893719,e
02-20-03-01,403,158,2.55063291139241,e
02-23-06-02,11499,4506,2.55193075898802,e
01-11-02-01,48945,19112,2.56095646714106,e
01-06-10-01,4843,1880,2.57606382978723,e
02-24-01-01,46197,17835,2.59024390243902,e
02-18-04-01,17879,6863,2.6051289523532,e
02-17-08-01,8684,3326,2.61094407696933,e
02-22-03-03,14580,5558,2.62324577186038,e
01-02-01-05,71940,27302,2.63497179693795,e
01-14-12-01,10080,3817,2.64081739586062,e
02-22-06-01,20463,7734,2.64584949573313,e
01-12-05-01,24852,9385,2.64805540756526,e
02-18-03-02,398,148,2.68918918918919,e
01-11-01-01,52443,19316,2.71500310623317,e
02-18-06-01,6864,2519,2.72489082969432,e
01-06-11-01,20726,7547,2.74625679077779,e
02-17-13-01,14773,5260,2.80855513307985,e
02-18-11-01,11359,4044,2.80885262116716,e
01-02-01-03,133,47,2.82978723404255,e
02-18-01-01,33627,11814,2.8463687150838,e
01-14-07-03,1956,676,2.89349112426036,e
02-18-09-01,6746,2329,2.89652211249463,e
01-14-06-01,13305,4586,2.90122110771915,e
01-06-13-01,27793,9153,3.03649076805419,f
02-18-03-04,4397,1306,3.36676875957121,f
02-18-02-01,28318,7040,4.02244318181818,f
01-14-07-01,105,15,7,f
01-14-07-02,114,16,7.125,f
02-18-03-01,335,23,14.5652173913043,f
01-06-12-01,64765,4244,15.2603675777568,f
